Country,Happiness.Rank,Happiness.Score,Number of Records,Factors,Values,Year
Northern Cyprus,61,5.81,1,Economy..GDP.per.Capita.,1.35,2017
Northern Cyprus,61,5.81,1,Family.Support,1.19,2017
Northern Cyprus,61,5.81,1,Freedom,0.47,2017
Northern Cyprus,61,5.81,1,Generosity,0.27,2017
Northern Cyprus,61,5.81,1,Health.Life.Expectancy,0.83,2017
Slovenia,62,5.76,1,Absence.of.Corruption,0.05,2017
Slovenia,62,5.76,1,Economy..GDP.per.Capita.,1.34,2017
Slovenia,62,5.76,1,Family.Support,1.45,2017
Slovenia,62,5.76,1,Freedom,0.57,2017
Slovenia,62,5.76,1,Generosity,0.24,2017
Slovenia,62,5.76,1,Health.Life.Expectancy,0.79,2017
Peru,63,5.72,1,Absence.of.Corruption,0.05,2017
Peru,63,5.72,1,Economy..GDP.per.Capita.,1.04,2017
Peru,63,5.72,1,Family.Support,1.22,2017
Peru,63,5.72,1,Freedom,0.45,2017
Peru,63,5.72,1,Generosity,0.13,2017
Peru,63,5.72,1,Health.Life.Expectancy,0.63,2017
Mauritius,64,5.63,1,Absence.of.Corruption,0.04,2017
Mauritius,64,5.63,1,Economy..GDP.per.Capita.,1.19,2017
Mauritius,64,5.63,1,Family.Support,1.21,2017
Mauritius,64,5.63,1,Freedom,0.49,2017
Mauritius,64,5.63,1,Generosity,0.36,2017
Mauritius,64,5.63,1,Health.Life.Expectancy,0.64,2017
Cyprus,65,5.62,1,Absence.of.Corruption,0.04,2017
Cyprus,65,5.62,1,Economy..GDP.per.Capita.,1.36,2017
Cyprus,65,5.62,1,Family.Support,1.13,2017
Cyprus,65,5.62,1,Freedom,0.36,2017
Cyprus,65,5.62,1,Generosity,0.27,2017
Cyprus,65,5.62,1,Health.Life.Expectancy,0.84,2017
Estonia,66,5.61,1,Absence.of.Corruption,0.18,2017
Estonia,66,5.61,1,Economy..GDP.per.Capita.,1.32,2017
Estonia,66,5.61,1,Family.Support,1.48,2017
Estonia,66,5.61,1,Freedom,0.48,2017
Estonia,66,5.61,1,Generosity,0.1,2017
Estonia,66,5.61,1,Health.Life.Expectancy,0.7,2017
Belarus,67,5.57,1,Absence.of.Corruption,0.16,2017
Belarus,67,5.57,1,Economy..GDP.per.Capita.,1.16,2017
Belarus,67,5.57,1,Family.Support,1.44,2017
Belarus,67,5.57,1,Freedom,0.3,2017
Belarus,67,5.57,1,Generosity,0.16,2017
Belarus,67,5.57,1,Health.Life.Expectancy,0.64,2017
Libya,68,5.53,1,Absence.of.Corruption,0.09,2017
Libya,68,5.53,1,Economy..GDP.per.Capita.,1.1,2017
Libya,68,5.53,1,Family.Support,1.36,2017
Libya,68,5.53,1,Freedom,0.47,2017
Libya,68,5.53,1,Generosity,0.15,2017
Libya,68,5.53,1,Health.Life.Expectancy,0.52,2017
Turkey,69,5.5,1,Absence.of.Corruption,0.1,2017
Turkey,69,5.5,1,Economy..GDP.per.Capita.,1.2,2017
Turkey,69,5.5,1,Family.Support,1.34,2017
Turkey,69,5.5,1,Freedom,0.3,2017
Turkey,69,5.5,1,Generosity,0.05,2017
Turkey,69,5.5,1,Health.Life.Expectancy,0.64,2017
Paraguay,70,5.49,1,Absence.of.Corruption,0.09,2017
Paraguay,70,5.49,1,Economy..GDP.per.Capita.,0.93,2017
Paraguay,70,5.49,1,Family.Support,1.51,2017
Paraguay,70,5.49,1,Freedom,0.47,2017
Paraguay,70,5.49,1,Generosity,0.22,2017
Paraguay,70,5.49,1,Health.Life.Expectancy,0.58,2017
Taiwan,71,5.47,1,Absence.of.Corruption,0.29,2017
Taiwan,71,5.47,1,Economy..GDP.per.Capita.,1.55,2017
Taiwan,71,5.47,1,Family.Support,1.26,2017
Taiwan,71,5.47,1,Freedom,0.49,2017
Taiwan,71,5.47,1,Generosity,0.37,2017
Taiwan,71,5.47,1,Health.Life.Expectancy,0.94,2017
Philippines,72,5.43,1,Absence.of.Corruption,0.1,2017
Philippines,72,5.43,1,Economy..GDP.per.Capita.,0.86,2017
Philippines,72,5.43,1,Family.Support,1.25,2017
Philippines,72,5.43,1,Freedom,0.59,2017
Philippines,72,5.43,1,Generosity,0.19,2017
Philippines,72,5.43,1,Health.Life.Expectancy,0.47,2017
Serbia,73,5.39,1,Absence.of.Corruption,0.04,2017
Serbia,73,5.39,1,Economy..GDP.per.Capita.,1.07,2017
Serbia,73,5.39,1,Family.Support,1.26,2017
Serbia,73,5.39,1,Freedom,0.21,2017
Serbia,73,5.39,1,Generosity,0.22,2017
Serbia,73,5.39,1,Health.Life.Expectancy,0.65,2017
Jordan,74,5.34,1,Absence.of.Corruption,0.12,2017
Jordan,74,5.34,1,Economy..GDP.per.Capita.,0.99,2017
Jordan,74,5.34,1,Family.Support,1.24,2017
Jordan,74,5.34,1,Freedom,0.42,2017
Jordan,74,5.34,1,Generosity,0.17,2017
Jordan,74,5.34,1,Health.Life.Expectancy,0.6,2017
Hungary,75,5.32,1,Absence.of.Corruption,0.04,2017
Hungary,75,5.32,1,Economy..GDP.per.Capita.,1.29,2017
Hungary,75,5.32,1,Family.Support,1.34,2017
Hungary,75,5.32,1,Freedom,0.18,2017
Hungary,75,5.32,1,Generosity,0.08,2017
Hungary,75,5.32,1,Health.Life.Expectancy,0.69,2017
Jamaica,76,5.31,1,Absence.of.Corruption,0.06,2017
Jamaica,76,5.31,1,Economy..GDP.per.Capita.,0.93,2017
Jamaica,76,5.31,1,Family.Support,1.37,2017
Jamaica,76,5.31,1,Freedom,0.47,2017
Jamaica,76,5.31,1,Generosity,0.23,2017
Jamaica,76,5.31,1,Health.Life.Expectancy,0.64,2017
Croatia,77,5.29,1,Absence.of.Corruption,0.04,2017
Croatia,77,5.29,1,Economy..GDP.per.Capita.,1.22,2017
Croatia,77,5.29,1,Family.Support,0.97,2017
Croatia,77,5.29,1,Freedom,0.26,2017
Croatia,77,5.29,1,Generosity,0.25,2017
Croatia,77,5.29,1,Health.Life.Expectancy,0.7,2017
Kosovo,78,5.28,1,Absence.of.Corruption,0.06,2017
Kosovo,78,5.28,1,Economy..GDP.per.Capita.,0.95,2017
Kosovo,78,5.28,1,Family.Support,1.14,2017
Kosovo,78,5.28,1,Freedom,0.26,2017
Kosovo,78,5.28,1,Generosity,0.32,2017
Kosovo,78,5.28,1,Health.Life.Expectancy,0.54,2017
Taiwan,79,5.27,1,Absence.of.Corruption,0.02,2017
Taiwan,79,5.27,1,Economy..GDP.per.Capita.,1.08,2017
Taiwan,79,5.27,1,Family.Support,1.16,2017
Taiwan,79,5.27,1,Freedom,0.47,2017
Taiwan,79,5.27,1,Generosity,0.03,2017
Taiwan,79,5.27,1,Health.Life.Expectancy,0.74,2017
Pakistan,80,5.27,1,Absence.of.Corruption,0.12,2017
Pakistan,80,5.27,1,Economy..GDP.per.Capita.,0.73,2017
Pakistan,80,5.27,1,Family.Support,0.67,2017
Pakistan,80,5.27,1,Freedom,0.24,2017
Pakistan,80,5.27,1,Generosity,0.32,2017
Pakistan,80,5.27,1,Health.Life.Expectancy,0.4,2017
Indonesia,81,5.26,1,Absence.of.Corruption,0.02,2017
Indonesia,81,5.26,1,Economy..GDP.per.Capita.,1,2017
Indonesia,81,5.26,1,Family.Support,1.27,2017
Indonesia,81,5.26,1,Freedom,0.44,2017
Indonesia,81,5.26,1,Generosity,0.61,2017
Indonesia,81,5.26,1,Health.Life.Expectancy,0.49,2017
Venezuela,82,5.25,1,Absence.of.Corruption,0.06,2017
Venezuela,82,5.25,1,Economy..GDP.per.Capita.,1.13,2017
Venezuela,82,5.25,1,Family.Support,1.43,2017
Venezuela,82,5.25,1,Freedom,0.15,2017
Venezuela,82,5.25,1,Generosity,0.07,2017
Venezuela,82,5.25,1,Health.Life.Expectancy,0.62,2017
Montenegro,83,5.24,1,Absence.of.Corruption,0.09,2017
Montenegro,83,5.24,1,Economy..GDP.per.Capita.,1.12,2017
Montenegro,83,5.24,1,Family.Support,1.24,2017
Montenegro,83,5.24,1,Freedom,0.19,2017
Montenegro,83,5.24,1,Generosity,0.2,2017
Montenegro,83,5.24,1,Health.Life.Expectancy,0.67,2017
Morocco,84,5.24,1,Absence.of.Corruption,0.09,2017
Morocco,84,5.24,1,Economy..GDP.per.Capita.,0.88,2017
Morocco,84,5.24,1,Family.Support,0.77,2017
Morocco,84,5.24,1,Freedom,0.41,2017
Morocco,84,5.24,1,Generosity,0.03,2017
Morocco,84,5.24,1,Health.Life.Expectancy,0.6,2017
Azerbaijan,85,5.23,1,Absence.of.Corruption,0.18,2017
Azerbaijan,85,5.23,1,Economy..GDP.per.Capita.,1.15,2017
Azerbaijan,85,5.23,1,Family.Support,1.15,2017
Azerbaijan,85,5.23,1,Freedom,0.4,2017
Azerbaijan,85,5.23,1,Generosity,0.05,2017
Azerbaijan,85,5.23,1,Health.Life.Expectancy,0.54,2017
Dominican Republic,86,5.23,1,Absence.of.Corruption,0.11,2017
Dominican Republic,86,5.23,1,Economy..GDP.per.Capita.,1.08,2017
Dominican Republic,86,5.23,1,Family.Support,1.4,2017
Dominican Republic,86,5.23,1,Freedom,0.55,2017
Dominican Republic,86,5.23,1,Generosity,0.19,2017
Dominican Republic,86,5.23,1,Health.Life.Expectancy,0.57,2017
Greece,87,5.23,1,Absence.of.Corruption,0.04,2017
Greece,87,5.23,1,Economy..GDP.per.Capita.,1.29,2017
Greece,87,5.23,1,Family.Support,1.24,2017
Greece,87,5.23,1,Freedom,0.1,2017
Greece,87,5.23,1,Generosity,0,2017
Greece,87,5.23,1,Health.Life.Expectancy,0.81,2017
Lebanon,88,5.22,1,Absence.of.Corruption,0.04,2017
Lebanon,88,5.22,1,Economy..GDP.per.Capita.,1.07,2017
Lebanon,88,5.22,1,Family.Support,1.13,2017
Lebanon,88,5.22,1,Freedom,0.29,2017
Lebanon,88,5.22,1,Generosity,0.26,2017
Lebanon,88,5.22,1,Health.Life.Expectancy,0.74,2017
Portugal,89,5.2,1,Absence.of.Corruption,0.02,2017
Portugal,89,5.2,1,Economy..GDP.per.Capita.,1.32,2017
Portugal,89,5.2,1,Family.Support,1.37,2017
Portugal,89,5.2,1,Freedom,0.5,2017
Portugal,89,5.2,1,Generosity,0.1,2017
Portugal,89,5.2,1,Health.Life.Expectancy,0.8,2017
Bosnia and Herzegovina,90,5.18,1,Absence.of.Corruption,0,2017
Bosnia and Herzegovina,90,5.18,1,Economy..GDP.per.Capita.,0.98,2017
Bosnia and Herzegovina,90,5.18,1,Family.Support,1.07,2017
Bosnia and Herzegovina,90,5.18,1,Freedom,0.2,2017
Bosnia and Herzegovina,90,5.18,1,Generosity,0.33,2017
Bosnia and Herzegovina,90,5.18,1,Health.Life.Expectancy,0.71,2017
Honduras,91,5.18,1,Absence.of.Corruption,0.07,2017
Honduras,91,5.18,1,Economy..GDP.per.Capita.,0.73,2017
Honduras,91,5.18,1,Family.Support,1.14,2017
Honduras,91,5.18,1,Freedom,0.35,2017
Honduras,91,5.18,1,Generosity,0.24,2017
Honduras,91,5.18,1,Health.Life.Expectancy,0.58,2017
Macedonia,92,5.18,1,Absence.of.Corruption,0.06,2017
Macedonia,92,5.18,1,Economy..GDP.per.Capita.,1.06,2017
Macedonia,92,5.18,1,Family.Support,1.21,2017
Macedonia,92,5.18,1,Freedom,0.33,2017
Macedonia,92,5.18,1,Generosity,0.25,2017
Macedonia,92,5.18,1,Health.Life.Expectancy,0.64,2017
Somalia,93,5.15,1,Absence.of.Corruption,0.28,2017
Somalia,93,5.15,1,Economy..GDP.per.Capita.,0.02,2017
Somalia,93,5.15,1,Family.Support,0.72,2017
Somalia,93,5.15,1,Freedom,0.6,2017
Somalia,93,5.15,1,Generosity,0.29,2017
Somalia,93,5.15,1,Health.Life.Expectancy,0.11,2017
Vietnam,94,5.07,1,Absence.of.Corruption,0.09,2017
Vietnam,94,5.07,1,Economy..GDP.per.Capita.,0.79,2017
Vietnam,94,5.07,1,Family.Support,1.28,2017
Vietnam,94,5.07,1,Freedom,0.57,2017
Vietnam,94,5.07,1,Generosity,0.23,2017
Vietnam,94,5.07,1,Health.Life.Expectancy,0.65,2017
Nigeria,95,5.07,1,Absence.of.Corruption,0.03,2017
Nigeria,95,5.07,1,Economy..GDP.per.Capita.,0.78,2017
Nigeria,95,5.07,1,Family.Support,1.22,2017
Nigeria,95,5.07,1,Freedom,0.39,2017
Nigeria,95,5.07,1,Generosity,0.23,2017
Nigeria,95,5.07,1,Health.Life.Expectancy,0.06,2017
Tajikistan,96,5.04,1,Absence.of.Corruption,0.15,2017
Tajikistan,96,5.04,1,Economy..GDP.per.Capita.,0.52,2017
Tajikistan,96,5.04,1,Family.Support,1.27,2017
Tajikistan,96,5.04,1,Freedom,0.47,2017
Tajikistan,96,5.04,1,Generosity,0.25,2017
Tajikistan,96,5.04,1,Health.Life.Expectancy,0.53,2017
Bhutan,97,5.01,1,Absence.of.Corruption,0.17,2017
Bhutan,97,5.01,1,Economy..GDP.per.Capita.,0.89,2017
Bhutan,97,5.01,1,Family.Support,1.34,2017
Bhutan,97,5.01,1,Freedom,0.5,2017
Bhutan,97,5.01,1,Generosity,0.47,2017
Bhutan,97,5.01,1,Health.Life.Expectancy,0.5,2017
Kyrgyzstan,98,5,1,Absence.of.Corruption,0.04,2017
Kyrgyzstan,98,5,1,Economy..GDP.per.Capita.,0.6,2017
Kyrgyzstan,98,5,1,Family.Support,1.39,2017
Kyrgyzstan,98,5,1,Freedom,0.45,2017
Kyrgyzstan,98,5,1,Generosity,0.43,2017
Kyrgyzstan,98,5,1,Health.Life.Expectancy,0.55,2017
Nepal,99,4.96,1,Absence.of.Corruption,0.07,2017
Nepal,99,4.96,1,Economy..GDP.per.Capita.,0.48,2017
Nepal,99,4.96,1,Family.Support,1.18,2017
Nepal,99,4.96,1,Freedom,0.44,2017
Nepal,99,4.96,1,Generosity,0.39,2017
Nepal,99,4.96,1,Health.Life.Expectancy,0.5,2017
Taiwan,100,4.95,1,Absence.of.Corruption,0.03,2017
Taiwan,100,4.95,1,Economy..GDP.per.Capita.,1.03,2017
Taiwan,100,4.95,1,Family.Support,1.49,2017
Taiwan,100,4.95,1,Freedom,0.39,2017
Taiwan,100,4.95,1,Generosity,0.34,2017
Taiwan,100,4.95,1,Health.Life.Expectancy,0.56,2017
South Africa,101,4.83,1,Absence.of.Corruption,0.07,2017
South Africa,101,4.83,1,Economy..GDP.per.Capita.,1.05,2017
South Africa,101,4.83,1,Family.Support,1.38,2017
South Africa,101,4.83,1,Freedom,0.48,2017
South Africa,101,4.83,1,Generosity,0.14,2017
South Africa,101,4.83,1,Health.Life.Expectancy,0.19,2017
Tunisia,102,4.8,1,Absence.of.Corruption,0.09,2017
Tunisia,102,4.8,1,Economy..GDP.per.Capita.,1.01,2017
Tunisia,102,4.8,1,Family.Support,0.87,2017
Tunisia,102,4.8,1,Freedom,0.29,2017
Tunisia,102,4.8,1,Generosity,0.05,2017
Tunisia,102,4.8,1,Health.Life.Expectancy,0.61,2017
Palestinian Territories,103,4.78,1,Absence.of.Corruption,0.09,2017
Palestinian Territories,103,4.78,1,Economy..GDP.per.Capita.,0.72,2017
Palestinian Territories,103,4.78,1,Family.Support,1.16,2017
Palestinian Territories,103,4.78,1,Freedom,0.25,2017
Palestinian Territories,103,4.78,1,Generosity,0.11,2017
Palestinian Territories,103,4.78,1,Health.Life.Expectancy,0.57,2017
Egypt,104,4.74,1,Absence.of.Corruption,0.11,2017
Egypt,104,4.74,1,Economy..GDP.per.Capita.,0.99,2017
Egypt,104,4.74,1,Family.Support,1,2017
Egypt,104,4.74,1,Freedom,0.28,2017
Egypt,104,4.74,1,Generosity,0.13,2017
Egypt,104,4.74,1,Health.Life.Expectancy,0.52,2017
Bulgaria,105,4.71,1,Absence.of.Corruption,0.01,2017
Bulgaria,105,4.71,1,Economy..GDP.per.Capita.,1.16,2017
Bulgaria,105,4.71,1,Family.Support,1.43,2017
Bulgaria,105,4.71,1,Freedom,0.29,2017
Bulgaria,105,4.71,1,Generosity,0.11,2017
Bulgaria,105,4.71,1,Health.Life.Expectancy,0.71,2017
Sierra Leone,106,4.71,1,Absence.of.Corruption,0.07,2017
Sierra Leone,106,4.71,1,Economy..GDP.per.Capita.,0.37,2017
Sierra Leone,106,4.71,1,Family.Support,0.98,2017
Sierra Leone,106,4.71,1,Freedom,0.32,2017
Sierra Leone,106,4.71,1,Generosity,0.29,2017
Sierra Leone,106,4.71,1,Health.Life.Expectancy,0.01,2017
Cameroon,107,4.7,1,Absence.of.Corruption,0.05,2017
Cameroon,107,4.7,1,Economy..GDP.per.Capita.,0.56,2017
Cameroon,107,4.7,1,Family.Support,0.95,2017
Cameroon,107,4.7,1,Freedom,0.43,2017
Cameroon,107,4.7,1,Generosity,0.24,2017
Cameroon,107,4.7,1,Health.Life.Expectancy,0.13,2017
Iran,108,4.69,1,Absence.of.Corruption,0.05,2017
Iran,108,4.69,1,Economy..GDP.per.Capita.,1.16,2017
Iran,108,4.69,1,Family.Support,0.71,2017
Iran,108,4.69,1,Freedom,0.25,2017
Iran,108,4.69,1,Generosity,0.39,2017
Iran,108,4.69,1,Health.Life.Expectancy,0.64,2017
Albania,109,4.64,1,Absence.of.Corruption,0.04,2017
Albania,109,4.64,1,Economy..GDP.per.Capita.,1,2017
Albania,109,4.64,1,Family.Support,0.8,2017
Albania,109,4.64,1,Freedom,0.38,2017
Albania,109,4.64,1,Generosity,0.2,2017
Albania,109,4.64,1,Health.Life.Expectancy,0.73,2017
Bangladesh,110,4.61,1,Absence.of.Corruption,0.12,2017
Bangladesh,110,4.61,1,Economy..GDP.per.Capita.,0.59,2017
Bangladesh,110,4.61,1,Family.Support,0.74,2017
Bangladesh,110,4.61,1,Freedom,0.48,2017
Bangladesh,110,4.61,1,Generosity,0.17,2017
Bangladesh,110,4.61,1,Health.Life.Expectancy,0.53,2017
Namibia,111,4.57,1,Absence.of.Corruption,0.09,2017
Namibia,111,4.57,1,Economy..GDP.per.Capita.,0.96,2017
Namibia,111,4.57,1,Family.Support,1.1,2017
Namibia,111,4.57,1,Freedom,0.52,2017
Namibia,111,4.57,1,Generosity,0.08,2017
Namibia,111,4.57,1,Health.Life.Expectancy,0.34,2017
Kenya,112,4.55,1,Absence.of.Corruption,0.06,2017
Kenya,112,4.55,1,Economy..GDP.per.Capita.,0.56,2017
Kenya,112,4.55,1,Family.Support,1.07,2017
Kenya,112,4.55,1,Freedom,0.45,2017
Kenya,112,4.55,1,Generosity,0.44,2017
Kenya,112,4.55,1,Health.Life.Expectancy,0.31,2017
Mozambique,113,4.55,1,Absence.of.Corruption,0.18,2017
Mozambique,113,4.55,1,Economy..GDP.per.Capita.,0.23,2017
Mozambique,113,4.55,1,Family.Support,0.87,2017
Mozambique,113,4.55,1,Freedom,0.48,2017
Mozambique,113,4.55,1,Generosity,0.32,2017
Mozambique,113,4.55,1,Health.Life.Expectancy,0.11,2017
Myanmar,114,4.55,1,Absence.of.Corruption,0.19,2017
Myanmar,114,4.55,1,Economy..GDP.per.Capita.,0.37,2017
Myanmar,114,4.55,1,Family.Support,1.12,2017
Myanmar,114,4.55,1,Freedom,0.51,2017
Myanmar,114,4.55,1,Generosity,0.84,2017
Myanmar,114,4.55,1,Health.Life.Expectancy,0.4,2017
Senegal,115,4.53,1,Absence.of.Corruption,0.12,2017
Senegal,115,4.53,1,Economy..GDP.per.Capita.,0.48,2017
Senegal,115,4.53,1,Family.Support,1.18,2017
Senegal,115,4.53,1,Freedom,0.38,2017
Senegal,115,4.53,1,Generosity,0.18,2017
Senegal,115,4.53,1,Health.Life.Expectancy,0.41,2017
Zambia,116,4.51,1,Absence.of.Corruption,0.08,2017
Zambia,116,4.51,1,Economy..GDP.per.Capita.,0.64,2017
Zambia,116,4.51,1,Family.Support,1,2017
Zambia,116,4.51,1,Freedom,0.46,2017
Zambia,116,4.51,1,Generosity,0.25,2017
Zambia,116,4.51,1,Health.Life.Expectancy,0.26,2017
Iraq,117,4.5,1,Absence.of.Corruption,0.11,2017
Iraq,117,4.5,1,Economy..GDP.per.Capita.,1.1,2017
Iraq,117,4.5,1,Family.Support,0.98,2017
Iraq,117,4.5,1,Freedom,0.29,2017
Iraq,117,4.5,1,Generosity,0.2,2017
Iraq,117,4.5,1,Health.Life.Expectancy,0.5,2017
Gabon,118,4.47,1,Absence.of.Corruption,0.08,2017
Gabon,118,4.47,1,Economy..GDP.per.Capita.,1.2,2017
Gabon,118,4.47,1,Family.Support,1.16,2017
Gabon,118,4.47,1,Freedom,0.31,2017
Gabon,118,4.47,1,Generosity,0.04,2017
Gabon,118,4.47,1,Health.Life.Expectancy,0.36,2017
Ethiopia,119,4.46,1,Absence.of.Corruption,0.17,2017
Ethiopia,119,4.46,1,Economy..GDP.per.Capita.,0.34,2017
Ethiopia,119,4.46,1,Family.Support,0.86,2017
Ethiopia,119,4.46,1,Freedom,0.41,2017
Ethiopia,119,4.46,1,Generosity,0.31,2017
Ethiopia,119,4.46,1,Health.Life.Expectancy,0.35,2017
Sri Lanka,120,4.44,1,Absence.of.Corruption,0.07,2017
Sri Lanka,120,4.44,1,Economy..GDP.per.Capita.,1.01,2017
Sri Lanka,120,4.44,1,Family.Support,1.26,2017
Sri Lanka,120,4.44,1,Freedom,0.56,2017
Sri Lanka,120,4.44,1,Generosity,0.49,2017
Sri Lanka,120,4.44,1,Health.Life.Expectancy,0.63,2017
Armenia,121,4.38,1,Absence.of.Corruption,0.03,2017
Armenia,121,4.38,1,Economy..GDP.per.Capita.,0.9,2017
Armenia,121,4.38,1,Family.Support,1.01,2017
Armenia,121,4.38,1,Freedom,0.2,2017
Armenia,121,4.38,1,Generosity,0.08,2017
Armenia,121,4.38,1,Health.Life.Expectancy,0.64,2017
India,122,4.32,1,Absence.of.Corruption,0.09,2017
India,122,4.32,1,Economy..GDP.per.Capita.,0.79,2017
India,122,4.32,1,Family.Support,0.75,2017
India,122,4.32,1,Freedom,0.47,2017
India,122,4.32,1,Generosity,0.23,2017
India,122,4.32,1,Health.Life.Expectancy,0.46,2017
Mauritania,123,4.29,1,Absence.of.Corruption,0.14,2017
Mauritania,123,4.29,1,Economy..GDP.per.Capita.,0.65,2017
Mauritania,123,4.29,1,Family.Support,1.27,2017
Mauritania,123,4.29,1,Freedom,0.1,2017
Mauritania,123,4.29,1,Generosity,0.2,2017
Mauritania,123,4.29,1,Health.Life.Expectancy,0.29,2017
Congo (Brazzaville),124,4.29,1,Absence.of.Corruption,0.08,2017
Congo (Brazzaville),124,4.29,1,Economy..GDP.per.Capita.,0.81,2017
Congo (Brazzaville),124,4.29,1,Family.Support,0.83,2017
Congo (Brazzaville),124,4.29,1,Freedom,0.44,2017
Congo (Brazzaville),124,4.29,1,Generosity,0.12,2017
Congo (Brazzaville),124,4.29,1,Health.Life.Expectancy,0.29,2017
Georgia,125,4.29,1,Absence.of.Corruption,0.25,2017
Georgia,125,4.29,1,Economy..GDP.per.Capita.,0.95,2017
Georgia,125,4.29,1,Family.Support,0.57,2017
Georgia,125,4.29,1,Freedom,0.31,2017
Georgia,125,4.29,1,Generosity,0.05,2017
Georgia,125,4.29,1,Health.Life.Expectancy,0.65,2017
Congo (Kinshasa),126,4.28,1,Absence.of.Corruption,0.06,2017
Congo (Kinshasa),126,4.28,1,Economy..GDP.per.Capita.,0.09,2017
Congo (Kinshasa),126,4.28,1,Family.Support,1.23,2017
Congo (Kinshasa),126,4.28,1,Freedom,0.24,2017
Congo (Kinshasa),126,4.28,1,Generosity,0.25,2017
Congo (Kinshasa),126,4.28,1,Health.Life.Expectancy,0.19,2017
Mali,127,4.19,1,Absence.of.Corruption,0.1,2017
Mali,127,4.19,1,Economy..GDP.per.Capita.,0.48,2017
Mali,127,4.19,1,Family.Support,1.28,2017
Mali,127,4.19,1,Freedom,0.31,2017
Mali,127,4.19,1,Generosity,0.18,2017
Mali,127,4.19,1,Health.Life.Expectancy,0.17,2017
Ivory Coast,128,4.18,1,Absence.of.Corruption,0.13,2017
Ivory Coast,128,4.18,1,Economy..GDP.per.Capita.,0.6,2017
Ivory Coast,128,4.18,1,Family.Support,0.9,2017
Ivory Coast,128,4.18,1,Freedom,0.45,2017
Ivory Coast,128,4.18,1,Generosity,0.2,2017
Ivory Coast,128,4.18,1,Health.Life.Expectancy,0.05,2017
Cambodia,129,4.17,1,Absence.of.Corruption,0.07,2017
Cambodia,129,4.17,1,Economy..GDP.per.Capita.,0.6,2017
Cambodia,129,4.17,1,Family.Support,1.01,2017
Cambodia,129,4.17,1,Freedom,0.63,2017
Cambodia,129,4.17,1,Generosity,0.39,2017
Cambodia,129,4.17,1,Health.Life.Expectancy,0.43,2017
Sudan,130,4.14,1,Absence.of.Corruption,0.09,2017
Sudan,130,4.14,1,Economy..GDP.per.Capita.,0.66,2017
Sudan,130,4.14,1,Family.Support,1.21,2017
Sudan,130,4.14,1,Freedom,0.01,2017
Sudan,130,4.14,1,Generosity,0.18,2017
Sudan,130,4.14,1,Health.Life.Expectancy,0.29,2017
Ghana,131,4.12,1,Absence.of.Corruption,0.03,2017
Ghana,131,4.12,1,Economy..GDP.per.Capita.,0.67,2017
Ghana,131,4.12,1,Family.Support,0.87,2017
Ghana,131,4.12,1,Freedom,0.42,2017
Ghana,131,4.12,1,Generosity,0.26,2017
Ghana,131,4.12,1,Health.Life.Expectancy,0.3,2017
Ukraine,132,4.1,1,Absence.of.Corruption,0.02,2017
Ukraine,132,4.1,1,Economy..GDP.per.Capita.,0.89,2017
Ukraine,132,4.1,1,Family.Support,1.39,2017
Ukraine,132,4.1,1,Freedom,0.12,2017
Ukraine,132,4.1,1,Generosity,0.27,2017
Ukraine,132,4.1,1,Health.Life.Expectancy,0.58,2017
Uganda,133,4.08,1,Absence.of.Corruption,0.06,2017
Uganda,133,4.08,1,Economy..GDP.per.Capita.,0.38,2017
Uganda,133,4.08,1,Family.Support,1.13,2017
Uganda,133,4.08,1,Freedom,0.44,2017
Uganda,133,4.08,1,Generosity,0.33,2017
Uganda,133,4.08,1,Health.Life.Expectancy,0.22,2017
Burkina Faso,134,4.03,1,Absence.of.Corruption,0.12,2017
Burkina Faso,134,4.03,1,Economy..GDP.per.Capita.,0.35,2017
Burkina Faso,134,4.03,1,Family.Support,1.04,2017
Burkina Faso,134,4.03,1,Freedom,0.32,2017
Burkina Faso,134,4.03,1,Generosity,0.25,2017
Burkina Faso,134,4.03,1,Health.Life.Expectancy,0.22,2017
Niger,135,4.03,1,Absence.of.Corruption,0.14,2017
Niger,135,4.03,1,Economy..GDP.per.Capita.,0.16,2017
Niger,135,4.03,1,Family.Support,0.99,2017
Niger,135,4.03,1,Freedom,0.36,2017
Niger,135,4.03,1,Generosity,0.23,2017
Niger,135,4.03,1,Health.Life.Expectancy,0.27,2017
Malawi,136,3.97,1,Absence.of.Corruption,0.07,2017
Malawi,136,3.97,1,Economy..GDP.per.Capita.,0.23,2017
Malawi,136,3.97,1,Family.Support,0.51,2017
Malawi,136,3.97,1,Freedom,0.47,2017
Malawi,136,3.97,1,Generosity,0.29,2017
Malawi,136,3.97,1,Health.Life.Expectancy,0.32,2017
Chad,137,3.94,1,Absence.of.Corruption,0.05,2017
Chad,137,3.94,1,Economy..GDP.per.Capita.,0.44,2017
Chad,137,3.94,1,Family.Support,0.95,2017
Chad,137,3.94,1,Freedom,0.16,2017
Chad,137,3.94,1,Generosity,0.22,2017
Chad,137,3.94,1,Health.Life.Expectancy,0.04,2017
Zimbabwe,138,3.88,1,Absence.of.Corruption,0.1,2017
Zimbabwe,138,3.88,1,Economy..GDP.per.Capita.,0.38,2017
Zimbabwe,138,3.88,1,Family.Support,1.08,2017
Zimbabwe,138,3.88,1,Freedom,0.34,2017
Zimbabwe,138,3.88,1,Generosity,0.19,2017
